所管課,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
総務課,82333,66,茨城県,行方市,行方市消防団玉造支団第五分団沖洲消防団機庫詰所,ナメガタシショウボウダンタマツクリシダンダイゴブンダンオキスショウボウダンキコツメショ,沖洲消防団機庫詰所,,茨城県行方市沖洲179-1,,36.147395,140.373321,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
総務課,82333,67,茨城県,行方市,行方市消防団玉造支団第五分団羽生消防団機庫詰所,ナメガタシショウボウダンタマツクリシダンダイゴブンダンハニュウショウボウダンキコツメショ,羽生消防団機庫詰所,,茨城県行方市羽生720-2,,36.143945,140.386784,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
総務課,82333,68,茨城県,行方市,行方市消防団玉造支団第五分団八木蒔消防団機庫詰所,ナメガタシショウボウダンタマツクリシダンダイゴブンダンヤキマキショウボウダンキコツメショ,八木蒔消防団機庫詰所,,茨城県行方市八木蒔172-14,,36.12816,140.392568,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
総務課,82333,69,茨城県,行方市,行方市消防団玉造支団第五分団浜消防団機庫詰所,ナメガタシショウボウダンタマツクリシダンダイゴブンダンハマショウボウダンキコツメショ,浜消防団機庫詰所,,茨城県行方市浜530,,36.107946,140.40107,,,,行方市,一般の方への開放施設ではありません,,,,関係者以外利用禁止,,,
財政課,82333,70,茨城県,行方市,行方市役所麻生庁舎,ナメガタシヤクショアソウチョウシャ,麻生庁舎,,茨城県行方市麻生1561-9,,35.990562,140.48896,0299-72-0811,,,行方市,"月火水木金土
",8:30,17:15,"・土曜日は各種証明書発行窓口のみ
・日曜日、祝日、年末年始（12月29日から1月３日まで）は休み
・戸籍の届出については、事前連絡があれば閉庁時間対応可",,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り,https://www.city.namegata.ibaraki.jp/page/page000082.html,
財政課,82333,71,茨城県,行方市,行方市役所北浦庁舎,ナメガタシヤクショキタウラチョウシャ,北浦庁舎,,茨城県行方市山田2564-10,,36.084579,140.532586,0291-35-2111,,,行方市,月火水木金,8:30,17:15,"・土日、祝日、年末年始（12月29日から1月３日まで）は休み
・戸籍の届出については、事前連絡があれば閉庁時間対応可",,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り,https://www.city.namegata.ibaraki.jp/page/page000082.html,
財政課,82333,72,茨城県,行方市,行方市役所玉造庁舎,ナメガタシヤクショタマツクリチョウシャ,玉造庁舎,,茨城県行方市玉造甲404,,36.104834,140.414984,0299-55-0111,,,行方市,月火水木金,8:30,17:15,"・土日、祝日、年末年始（12月29日から1月３日まで）は休み
・戸籍の届出については、事前連絡があれば閉庁時間対応可",,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り,https://www.city.namegata.ibaraki.jp/page/page000082.html,
企画政策課,82333,73,茨城県,行方市,お試し住宅（手賀）,オタメシジュウタク（テガ）,お試し住宅（手賀）,,茨城県行方市手賀4259-2,,36.091554,140.449914,,,,行方市,日月火水木金土,,,"・１回につき、２日以上７日未満（年３回まで、かつ延べ日数15日まで）
・入居又は退去は９：00から16：00までの間",現在利用不可,階段無し,https://www.city.namegata.ibaraki.jp/page/page006158.html,
企画政策課,82333,74,茨城県,行方市,お試し住宅（成田）,オタメシジュウタク（ナリタ）,お試し住宅（成田）,,茨城県行方市成田893-1,,36.100615,140.518043,,,,行方市,日月火水木金土,,,"・１回につき、２日以上７日未満（年３回まで、かつ延べ日数15日まで）
・入居又は退去は９：00から16：00までの間",現在利用不可,階段無し,https://www.city.namegata.ibaraki.jp/page/page006158.html,
情報政策課,82333,75,茨城県,行方市,行方市情報交流センター,ナメガタシジョウホウコウリュウセンター,情報交流センター,,茨城県行方市麻生1570-1,,35.990518,140.489539,0299-72-0811,,,行方市,月火水木金,8:30,17:15,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,,優先駐車場有り;多目的トイレ有り;スロープ有り;段差無し;階段無し;手すり有り,https://www.city.namegata.ibaraki.jp/map.php?type=0&category=4,
社会福祉課,82333,76,茨城県,行方市,行方市障害者地域活動支援センター　ドリームハウス,ナメガタシショウガイシャチイキカツドウシエンセンター　ドリームハウス,ドリームハウス,,茨城県行方市麻生2744-23,,35.999595,140.496137,0299-77-8818 ,,,行方市,月火水木金,9:30,15:00,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,"・障害者地域活動支援センター
・就労継続支援Ｂ型",優先駐車場有り;多目的トイレ有り;スロープ有り;階段無し,https://www.city.namegata.ibaraki.jp/page/page000086.html,
社会福祉課,82333,77,茨城県,行方市,行方市高齢者センター　羽黒山荘,ナメガタシコウレイシャセンター　ハグロサンソウ,羽黒山荘,,茨城県行方市麻生989-1,,35.989859,140.480385,,,,行方市,日月火水木金土,8:30,17:00,・年末年始（12月28日から1月4日まで）は休み,,,https://www.city.namegata.ibaraki.jp/page/page000086.html,
こども福祉課,82333,78,茨城県,行方市,行方市北浦こども館,ナメガタシキタウラコドモカン,北浦こども館,,茨城県行方市内宿358-2,,36.090823,140.508193,,,,行方市,月火水木金土,14:30,18:30,・土曜日、長期休暇中（夏・冬・春休み）は7：30から利用可能,北浦地区放課後児童クラブ事務所,優先駐車場有り;段差無し;階段無し,,
介護福祉課,82333,79,茨城県,行方市,行方市地域包括支援センター,ナメガタシチイキホウカツシエンセンター,包括支援センター,,茨城県行方市玉造甲478-1,,36.102819,140.414704,0299-55-0114,,,行方市,月火水木金,8:30,17:15,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,"・地域包括支援センター事務所
・行方市社会福祉協議会事務所",優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;段差無し;階段無し;手すり有り,https://www.city.namegata.ibaraki.jp/page/page000085.html,
健康増進課,82333,80,茨城県,行方市,行方市保健センター,ナメガタシホケンセンター,保健センター,,茨城県行方市山田3282-10,,36.083325,140.510769,0291-34-6200,,,行方市,月火水木金,8:30,17:15,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,健康増進課事務所,優先駐車場有り;多目的トイレ有り;車椅子貸出有り;スロープ有り;段差無し;階段無し;手すり有り,https://www.city.namegata.ibaraki.jp/page/page000085.html,
都市建設課,82333,81,茨城県,行方市,行方市市営住宅みなみ原団地,ナメガタシシエイジュウタクミナミハラダンチ,みなみ原団地,,茨城県行方市青沼841-14 ,,36.020903,140.499056,,,,行方市,一般の方への開放施設ではありません,,,,・3LDK×51戸,,https://www.city.namegata.ibaraki.jp/page/page007840.html,
都市建設課,82333,82,茨城県,行方市,行方市市営住宅諸井団地,ナメガタシシエイジュウタクモロイダンチ,諸井団地,,茨城県行方市玉造甲4175,,36.106475,140.420234,,,,行方市,一般の方への開放施設ではありません,,,,・3LDK×30戸,,https://www.city.namegata.ibaraki.jp/page/page007840.html,
都市建設課,82333,83,茨城県,行方市,行方市市営住宅新池住宅,ナメガタシシエイジュウタクニイケジュウタク,新池住宅,,茨城県行方市麻生3491-2と3,,35.992548,140.476228,,,,行方市,一般の方への開放施設ではありません,,,,・3DK×18戸,階段無し,https://www.city.namegata.ibaraki.jp/page/page007840.html,
都市建設課,82333,84,茨城県,行方市,行方市市営住宅霞住宅,ナメガタシシエイジュウタクカスミジュウタク,霞住宅,,茨城県行方市富田645-3,,35.986414,140.499005,,,,行方市,一般の方への開放施設ではありません,,,,"・市営住宅
・今後入居者の募集は行わない",階段無し,,
都市建設課,82333,85,茨城県,行方市,行方市市営住宅大宮団地,ナメガタシシエイジュウタクオオミヤダンチ,大宮団地,,茨城県行方市玉造乙748-1,,36.113789,140.424217,,,,行方市,一般の方への開放施設ではありません,,,,"・市営住宅
・今後入居者の募集は行わない",階段無し,,
都市建設課,82333,86,茨城県,行方市,北浦教職員住宅,キタウラキョウショクインジュウタク,北浦教職員住宅,,茨城県行方市山田3173-2,,36.092747,140.515377,,,,行方市,一般の方への開放施設ではありません,,,,"・教職員住宅
・今後入居者の募集は行わない",階段無し,,
都市建設課,82333,87,茨城県,行方市,玉造教職員住宅,タマツクリキョウショクインジュウタク,玉造教職員住宅,,茨城県行方市玉造甲4670,,36.113816,140.424542,,,,行方市,一般の方への開放施設ではありません,,,,"・教職員住宅
・今後入居者の募集は行わない",階段無し,,
道路維持課,82333,88,茨城県,行方市,白浜ウォーキングセンター,シラハマウォーキングセンター,ウォーキングセンター,,茨城県行方市白浜82,,36.024205,140.555363,0299-73-0005,,,行方市,日水木金　　　　　　　　　土,13:00,16:00,・土日、祝日は9:00から利用可能　　　　　　・8月は毎日9:00から利用可能,,優先駐車場有り;スロープ有り;階段無し,https://www.city.namegata.ibaraki.jp/page/page000084.html,
道路維持課,82333,89,茨城県,行方市,行方市高須崎交流センター,ナメガタシタカスザキコウリュウセンター,高須崎交流センター,,茨城県行方市玉造甲1979-1,,36.094479,140.404676,0299-55-3927,,,行方市,日火水木金土,9:00,22:00,・要申請、利用時間確認　　　　　　　　　　　　　　　　　　　　　　　　　　　　・1室1回530円,,スロープ有り;階段無し,https://www.city.namegata.ibaraki.jp/map.php?type=0&category=7,
道路維持課,82333,90,茨城県,行方市,高須崎休憩施設,タカスザキキュウケイシセツ,高須崎休憩施設,,茨城県行方市玉造甲1969-3,,36.094964,140.403085,0299-55-3927,,,行方市,日月火水木金土,,,・事前予約制,現在利用不可,階段無し,https://www.city.namegata.ibaraki.jp/page/page000124.html,
道路維持課,82333,91,茨城県,行方市,羽黒山公園,ハグロヤマコウエン,羽黒山公園,,茨城県行方市麻生地内,,35.990602,140.479517,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page001417.html,
道路維持課,82333,92,茨城県,行方市,緑ケ丘児童公園,ミドリガオカジドウコウエン,緑ケ丘児童公園,,茨城県行方市玉造甲6517-2,,36.125663,140.442116,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,93,茨城県,行方市,手賀中央児童公園,テガチュウオウジドウコウエン,手賀中央児童公園,,茨城県行方市手賀2609,,36.084409,140.424233,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,94,茨城県,行方市,浜児童公園,ハマジドウコウエン,浜児童公園,,茨城県行方市浜502,,36.108087,140.401297,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,95,茨城県,行方市,中山児童公園,ナカヤマジドウコウエン,中山児童公園,,茨城県行方市芹沢1591-5,,36.134213,140.441449,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,96,茨城県,行方市,荒宿児童公園,アラジュクジドウコウエン,荒宿児童公園,,茨城県行方市荒宿162-1,,36.052359,140.440323,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,97,茨城県,行方市,羽生児童公園,ハニュウジドウコウエン,羽生児童公園,,茨城県行方市沖洲14,,36.143652,140.376356,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,98,茨城県,行方市,藤井児童公園,フジイジドウコウエン,藤井児童公園,,茨城県行方市藤井739-1,,36.0616,140.456123,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,99,茨城県,行方市,谷島児童公園,ヤジマジドウコウエン,谷島児童公園,,茨城県行方市谷島270-3,,36.113292,140.409286,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,100,茨城県,行方市,玉造中央児童公園,タマツクリチュウオウジドウコウエン,玉造中央児童公園,,茨城県行方市玉造甲310,,36.106258,140.412617,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,101,茨城県,行方市,行方市天王崎公園,ナメガタシテンノウザキコウエン,天王崎公園,,茨城県行方市麻生字天王崎，西浜　地先,,35.99033,140.473413,,,,行方市,日月火水木金土,,,,風の塔タワーは現在使用不可,,https://www.city.namegata.ibaraki.jp/page/page000123.html,
道路維持課,82333,102,茨城県,行方市,行方市養神台公園,ナメガタシヨウジンダイコウエン,養神台公園,,茨城県行方市富田1646-1ほか,,35.975845,140.501327,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000569.html,
道路維持課,82333,103,茨城県,行方市,手賀ふれあいの森,テガフレアイノモリ,手賀ふれあいの森,,茨城県行方市手賀字小座山地内,,36.091891,140.448011,,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000959.html,
道路維持課,82333,104,茨城県,行方市,行方市高須崎公園,ナメガタシタカスザキコウエン,高須崎公園,,茨城県行方市玉造甲1969-3,,36.09413,140.404071,0299-55-3927,,,行方市,日月火水木金土,,,,,,https://www.city.namegata.ibaraki.jp/page/page000124.html,
道路維持課,82333,105,茨城県,行方市,行方市高須崎公園体験農場,ナメガタシタカスザキコウエンタイケンノウジョウ,高須崎公園体験農場,,茨城県行方市玉造甲1991-2,,36.093246,140.406008,0299-55-3927,,,行方市,日月火水木金土,,,"・要申請、利用期間確認　　　　　　　　　　　　　　・1年1区画8,000円",,,https://www.city.namegata.ibaraki.jp/page/page000124.html,
下水道課,82333,106,茨城県,行方市,玉造浄化センター,タマツクリジョウカセンター,玉造浄化センター,,茨城県行方市玉造甲1220,,36.098768,140.404687,0299-55-3318,,,行方市,一般の方への開放施設ではありません,,,,,,,
下水道課,82333,107,茨城県,行方市,榎本地区浄化センター,エノキモトチクジョウカセンター,榎本地区浄化センター,,茨城県行方市若海840-32,,36.126397,140.439409,,,,行方市,一般の方への開放施設ではありません,,,,,,,
下水道課,82333,108,茨城県,行方市,玉造北部地区浄化センター,タマツクリホクブチクジョウカセンター,玉造北部地区浄化センター,,茨城県行方市捻木184-15,,36.124138,140.413696,,,,行方市,一般の方への開放施設ではありません,,,,,,,
農林水産課,82333,109,茨城県,行方市,行方市農業振興センター,ナメガタシノウギョウシンコウセンター,農業振興センター,,茨城県行方市山田3282-10,,36.082976,140.511101,0291-35-3114,,,行方市,月火水木金,8:30,17:15,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,農業振興センター事務所,階段無し,https://www.city.namegata.ibaraki.jp/page/page000089.html,
農林水産課,82333,110,茨城県,行方市,行方市榎本地区農民研修センター,ナメガタシエノキモトチクノウミンケンシュウセンター,榎本農民研修センター,,茨城県行方市玉造甲6517-2,,36.125637,140.442191,,,,行方市,日月火水木金土,8:00,22:00,,,階段無し,https://www.city.namegata.ibaraki.jp/page/page000089.html,
商工観光課,82333,111,茨城県,行方市,行方市あそう温泉　白帆の湯,ナメガタシアソウオンセンシラホノユ,白帆の湯,,茨城県行方市麻生421-3,,35.987193,140.475038,0299-80-6622,,,行方市,日月火木金土,10:00,21:00,"・水曜日が祝日の場合は、その翌日が休館
・年末年始は休館日有り
・最終受付は20:00",,優先駐車場有り;スロープ有り;エレベーター有り,https://shirahonoyu.com/,
商工観光課,82333,112,茨城県,行方市,行方市天王崎観光交流センター,ナメガタシテンノウザキカンコウコウリュウセンター,コテラス,,茨城県行方市麻生419-1,,35.987058,140.475191,0299-80-6622,,,行方市,日月火木金土,10:00,22:00,"・水曜日が祝日の場合は、その翌日が休館
・年末年始は休館日有り
・最終受付は20:00",,優先駐車場有り;スロープ有り;エレベーター有り,https://www.city.namegata.ibaraki.jp/map.php?type=1,
商工観光課,82333,113,茨城県,行方市,行方市北浦荘,ナメガタシキタウラソウ,北浦荘,,茨城県行方市山田121,,36.085378,140.537306,0291-35-2821,,,行方市,日火水木金土,10:00,21:00,"・月曜日が祝日の場合は、その翌日が休館
・年末年始は休館日有り
・最終受付は20:00",,優先駐車場有り;階段無し,https://www.city.namegata.ibaraki.jp/page/page007929.html,
商工観光課,82333,114,茨城県,行方市,霞ヶ浦ふれあいランド,カスミガウラフレアイランド,ふれあいランド,,茨城県行方市玉造甲1234,,36.096506,140.403007,0299-55-3927,,,行方市,日火水木金土,9:30,16:30,"・月曜日が祝日の場合は、その翌日が休館
・年末年始は休館日有り",水の科学館は休館中,優先駐車場有り;多目的トイレ有り,https://www.city.namegata.ibaraki.jp/page/page000682.html,
商工観光課,82333,115,茨城県,行方市,行方市観光物産館　こいこい,ナメガタシカンコウブッサンカン　コイコイ,コイコイ,,茨城県行方市玉造甲1963-5,,36.095429,140.402586,0299-36-2781,,,行方市,日月火水木金土,9:00,18:00,・年末年始は休館日有り,,優先駐車場有り;スロープ有り;階段無し,http://www.namegata-koikoi.com/,
環境課,82333,116,茨城県,行方市,行方市環境美化センター,ナメガタシカンキョウビカセンター,環境美化センター,,茨城県行方市麻生3268-14,,36.008399,140.493105,0299-72-2413,,,行方市,月火水木金土,8:30,16:30,"・土曜日は11：30まで
・11：30から13：00まではごみの受け入れ不可",,,https://www.city.namegata.ibaraki.jp/page/page000893.html,
環境課,82333,117,茨城県,行方市,行方市麻生衛生センター,ナメガタシアソウエイセイセンター,麻生衛生センター,,茨城県行方市板峰77,,36.040331,140.520657,0299-73-0204,,,行方市,月火水木金,8:30,17:00,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,,,https://www.city.namegata.ibaraki.jp/page/page000089.html,
環境課,82333,118,茨城県,行方市,行方市玉造有機肥料供給センター,ナメガタシタマツクリユウキヒリョウキョウキュウセンター,玉造有機肥料供給センター,,茨城県行方市玉造甲6497-3,,36.121267,140.435828,0299-36-2411,,,行方市,月火水木金,9:00,16:30,・土日、祝日、年末年始（12月29日から1月３日まで）は休み,,,https://www.city.namegata.ibaraki.jp/page/page000089.html,
学校教育課,82333,119,茨城県,行方市,行方市立麻生中学校,ナメガタシリツアソウチュウガッコウ,麻生中,,茨城県行方市南327-3,,36.023403,140.477014,0299-80-8070,,,行方市,月火水木金,,,"・年末年始（12月28日から１月4日まで）を除き体育館、グラウンドを貸出
・利用可能時間は18：00から22：00まで
・市教育委員会に登録した10人以上の団体で、スポーツ安全協会傷害保険に加入している団体のみ使用可能",,優先駐車場有り,http://www.sopia.or.jp/n-asojh/,
学校教育課,82333,120,茨城県,行方市,行方市立北浦中学校,ナメガタシリツキタウラチュウガッコウ,北浦中,,茨城県行方市内宿390,,36.088625,140.504928,0291-35-2161,,,行方市,月火水木金,,,"・年末年始（12月28日から１月4日まで）を除き体育館、グラウンドを貸出
・利用可能時間は18：00から22：00まで
・市教育委員会に登録した10人以上の団体で、スポーツ安全協会傷害保険に加入している団体のみ使用可能",,優先駐車場有り,http://www2.sopia.or.jp/kitajh/,
学校教育課,82333,121,茨城県,行方市,行方市立玉造中学校,ナメガタシリツタマツクリチュウガッコウ,玉造中,,茨城県行方市玉造甲2807,,36.103103,140.425359,0299-55-0131,,,行方市,月火水木金,,,"・年末年始（12月28日から１月4日まで）を除き体育館、グラウンドを貸出
・利用可能時間は18：00から22：00まで
・市教育委員会に登録した10人以上の団体で、スポーツ安全協会傷害保険に加入している団体のみ使用可能",,優先駐車場有り,http://www.sopia.or.jp/tamatukurijh/,
